Wavelength,Transmittance
250.0,0.0
251.0,0.0
252.0,0.0
253.0,0.0
254.0,0.0
255.0,0.0
256.0,0.0
257.0,0.0
258.0,0.0
259.0,0.0
260.0,0.0
261.0,0.0
262.0,0.0
263.0,0.0
264.0,0.0
265.0,0.0
266.0,0.0
267.0,0.0
268.0,0.0
269.0,0.0
270.0,0.0
271.0,0.0
272.0,0.0
273.0,0.0
274.0,0.0
275.0,0.0
276.0,0.0
277.0,0.0
278.0,0.0
279.0,0.0
280.0,0.0
281.0,0.0
282.0,0.0
283.0,0.0
284.0,0.0
285.0,0.0
286.0,0.0
287.0,0.0
288.0,0.0
289.0,0.0
290.0,0.0
291.0,0.0
292.0,0.0
293.0,0.0
294.0,0.0
295.0,0.0
296.0,0.0
297.0,0.0
298.0,0.0
299.0,0.0
300.0,0.0
301.0,0.0
302.0,0.0
303.0,0.0
304.0,0.0
305.0,0.0
306.0,0.0
307.0,0.0
308.0,0.0
309.0,0.0
310.0,0.0
311.0,0.0
312.0,0.0
313.0,0.0
314.0,0.0
315.0,0.0
316.0,0.0
317.0,0.0
318.0,0.0
319.0,0.0
320.0,0.0
321.0,0.0
322.0,0.0
323.0,0.0
324.0,0.0
325.0,0.0
326.0,0.0
327.0,0.0
328.0,0.0
329.0,0.0
330.0,0.0
331.0,0.0
332.0,0.0
333.0,0.0
334.0,0.0
335.0,0.0
336.0,0.0
337.0,0.0
338.0,0.0
339.0,0.0
340.0,0.0
341.0,0.0
342.0,0.0
343.0,0.0
344.0,0.0
345.0,0.0
346.0,0.0
347.0,0.0
348.0,0.0
349.0,0.0
350.0,0.0
351.0,0.0
352.0,0.0
353.0,0.0
354.0,0.0
355.0,0.0
356.0,0.0
357.0,0.0
358.0,0.0
359.0,0.0
360.0,0.0
361.0,0.0
362.0,0.0
363.0,0.0
364.0,0.0
365.0,0.0
366.0,0.0
367.0,0.0
368.0,0.0
369.0,0.0
370.0,0.0
371.0,0.0
372.0,0.0
373.0,0.0
374.0,0.0
375.0,0.0
376.0,0.0
377.0,0.0
378.0,0.0
379.0,0.0
380.0,0.0
381.0,0.0
382.0,0.0
383.0,0.0
384.0,0.0
385.0,0.0
386.0,0.0
387.0,0.0
388.0,0.0
389.0,0.0
390.0,0.0
391.0,0.0
392.0,0.0
393.0,0.0
394.0,0.0
395.0,0.0
396.0,0.0
397.0,0.0
398.0,0.0
399.0,0.0
400.0,0.0
401.0,0.0
402.0,0.0
403.0,0.0
404.0,0.0
405.0,0.0
406.0,0.0
407.0,0.0
408.0,0.0
409.0,0.0
410.0,0.0
411.0,0.0
412.0,0.0
413.0,0.0
414.0,0.0
415.0,0.0
416.0,0.0
417.0,0.0
418.0,0.0
419.0,0.0
420.0,0.0
421.0,0.0
422.0,0.0
423.0,0.0
424.0,0.0
425.0,0.0
426.0,0.0
427.0,0.0
428.0,0.0
429.0,0.0
430.0,0.0
431.0,0.0
432.0,0.0
433.0,0.0
434.0,0.0
435.0,0.0
436.0,0.0
437.0,0.0
438.0,0.0
439.0,0.0
440.0,0.0
441.0,0.0
442.0,0.0
443.0,0.0
444.0,0.0
445.0,0.0
446.0,0.0
447.0,0.0
448.0,0.0
449.0,0.0
450.0,0.0
451.0,0.0
452.0,0.0
453.0,0.0
454.0,0.0
455.0,0.0
456.0,0.0
457.0,0.0
458.0,0.0
459.0,0.0
460.0,0.0
461.0,0.0
462.0,0.0
463.0,0.0
464.0,0.0
465.0,0.0
466.0,0.0
467.0,0.0
468.0,0.0
469.0,0.0
470.0,0.0
471.0,0.0
472.0,0.0
473.0,0.0
474.0,0.0
475.0,0.0
476.0,0.0
477.0,0.0
478.0,0.0
479.0,0.0
480.0,0.0
481.0,0.0
482.0,0.0
483.0,0.0
484.0,0.0
485.0,0.0
486.0,0.0
487.0,0.0
488.0,0.0
489.0,0.0
490.0,0.0
491.0,0.0
492.0,0.0
493.0,0.0
494.0,0.0
495.0,0.0
496.0,0.0
497.0,0.0
498.0,0.0
499.0,0.0
500.0,0.0
501.0,0.004058128743762613
502.0,0.009444586997926458
503.0,0.014831045252090303
504.0,0.020217503506254147
505.0,0.041829368017284894
506.0,0.07092603856840902
507.0,0.10002270911953316
508.0,0.12911937967065729
509.0,0.1582160502217814
510.0,0.21836665254976262
511.0,0.30888907947522654
512.0,0.3994115064006904
513.0,0.4958000892830302
514.0,0.619591815200647
515.0,0.7433835411182638
516.0,0.817124440541307
517.0,0.8556377177421522
518.0,0.8251369617002556
519.0,0.770051854599499
520.0,0.7149667474987424
521.0,0.6598816403979859
522.0,0.6047965332972293
523.0,0.5497114261964726
524.0,0.5162792534547623
525.0,0.4876411668429102
526.0,0.45900308023105807
527.0,0.430364993619206
528.0,0.40172690700735386
529.0,0.3624893207799193
530.0,0.2945972128220438
531.0,0.22670510486416834
532.0,0.15881299690629283
533.0,0.09092088894841734
534.0,0.0579086160945703
535.0,0.03198628788716549
536.0,0.01993615311241717
537.0,0.016695865029479035
538.0,0.013455576946540902
539.0,0.010215288863602767
540.0,0.006975000780664633
541.0,0.003734712697726499
542.0,0.0026922667038366405
543.0,0.0026236873927261216
544.0,0.002555108081615603
545.0,0.0024865287705050847
546.0,0.0024179494593945658
547.0,0.002349370148284047
548.0,0.0022807908371735284
549.0,0.0022122115260630095
550.0,0.002143632214952491
551.0,0.002075052903841972
552.0,0.0020064735927314533
553.0,0.0019378942816209346
554.0,0.001869314970510416
555.0,0.0018007356593998972
556.0,0.0017321563482893788
557.0,0.0016635770371788599
558.0,0.0015949977260683412
559.0,0.0015264184149578225
560.0,0.0014578391038473039
561.0,0.001389259792736785
562.0,0.0013206804816262663
563.0,0.0012521011705157476
564.0,0.0011835218594052287
565.0,0.00111494254829471
566.0,0.0010463632371841914
567.0,0.0009777839260736727
568.0,0.0009092046149631539
569.0,0.0008406253038526351
570.0,0.0007720459927421163
571.0,0.0007034666816315977
572.0,0.0006348873705210789
573.0,0.0005663080594105602
574.0,0.0004977287483000414
575.0,0.0004291494371895227
576.0,0.0003605701260790042
577.0,0.0002919908149684855
578.0,0.0002234115038579665
579.0,0.00015483219274744776
580.0,8.625288163692902e-05
581.0,1.7673570526410276e-05
582.0,0.005174291653052932
583.0,0.012145005623218671
584.0,0.01911571959338441
585.0,0.026086433563550147
586.0,0.033057147533715886
587.0,0.04002786150388163
588.0,0.0961649168838863
589.0,0.21149351412397926
590.0,0.32682211136407224
591.0,0.3915460479252485
592.0,0.4483285429261612
593.0,0.5051110379270739
594.0,0.5618935329279864
595.0,0.6383303790083772
596.0,0.6934154861091337
597.0,0.7485005932098905
598.0,0.803585700310647
599.0,0.8586708074114037
600.0,0.9137559145121602
601.0,0.9198987122887182
602.0,0.9191580419160823
603.0,0.9184173715434463
604.0,0.9186450860373486
605.0,0.9233582498520103
606.0,0.9280714136666718
607.0,0.9327845774813335
608.0,0.9355579714894665
609.0,0.9223909582703826
610.0,0.9092239450512988
611.0,0.8960569318322149
612.0,0.8336579982488582
613.0,0.7573153492170529
614.0,0.6809727001852476
615.0,0.6046300511534421
616.0,0.5282874021216367
617.0,0.4535025489489107
618.0,0.3787652176832609
619.0,0.304027886417611
620.0,0.22929055515196117
621.0,0.19521476166382906
622.0,0.16558913852742538
623.0,0.13596351539102172
624.0,0.10633789225461805
625.0,0.08719173991531852
626.0,0.07015698529364385
627.0,0.053122230671969195
628.0,0.03772987635906251
629.0,0.03302820577275398
630.0,0.028326535186445446
631.0,0.023624864600136918
632.0,0.01892319401382839
633.0,0.01422152342751986
634.0,0.009519852841211334
635.0,0.004818182254902803
636.0,0.00011651166859427686
637.0,0.003915492181184546
638.0,0.007756742311503178
639.0,0.011597992441821808
640.0,0.01543924257214044
641.0,0.01928049270245907
642.0,0.023121742832777698
643.0,0.02696299296309633
644.0,0.030804243093414962
645.0,0.034645493223733594
646.0,0.06839560981209707
647.0,0.11226426415410434
648.0,0.15613291849611163
649.0,0.20000157283811892
650.0,0.2438702271801262
651.0,0.2877388815221335
